Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,Total
Renu Energy Solutions,SC,400,6058,1,Justin,,,,,,,,,
Booth Elec Dba Pure Solar,FL,401,8018,1,Justin,,,,,,,,,
Florida Sun Services,FL,402,5621,1,Justin,,,,,,,,,
Midwest Solar Power Llc,WI,403,4407,1,Guy,,,28.32,,,,,,
Sun Up Solar,NH,406,224,1,Chris,,,,,,,,,
Sunbadger Solar,MN,407,4664,1,Guy,,,,,,,,,
Vision Solar,NJ,408,8460,1,Chris,,,,,,,,,
816 Solar Pros,MO,409,3584,1,Guy,,,,,74.34,,,,
Florida Power Management,FL,410,5621,1,Justin,,,,,,,,,
Solcius Shop,NV,413,4090,1,Rob,,,,,,,,,
Solgen Electric,UT,414,6692,1,Rob,,,,,,,,,
365 Solar Energy Llc,NC,415,1132,1,Chris,,,,,,,,,
All Energy,MN,416,4664,1,Guy,,,,,,,,,
Blue Raven Solar,NC,419,1875,1,Chris,,,,,,,,,
Capital Sun Group,MD,420,9106,1,Chris,,,,,,,,,
Cod/Sunny Mac Llc,DE,421,5887,1,Chris,,,,,,,,,
Earthlight - Solar Only,CT,422,4984,1,Chris,,,,,,,,,
"Palmetto  Clean Technology, Inc.",NJ,423,5887,1,Chris,,,,,,,,,
Prepaid Sales,AZ,424,8756,1,Ken,,,,,,,,,
Sandbox Solar,CO,426,1875,1,Ken,,,,,,,,,
Sunpower,NJ,427,4984,1,Chris,,,,,,,,,
Sunpower Fl,FL,428,5621,1,Justin,,,,,,,,,
Az Sun Services-Ensemble Sunlight,AZ,429,8756,1,Ken,,,,,,,,,
Ced - Sacramento,CA,430,7605,1,Rob,,,,,,,,,
"Palmetto Clean Technology, Inc.",SC,431,1132,1,Justin,,,,,,,,,
"Solar Energy Consulting, Llc",AZ,432,8756,1,Ken,,,,,,,,,
365 Solar Energy Llc,SC,433,1132,1,Justin,,,,,,,,,
Energy Renovation Center,CA,434,6435,1,Rob,,,,,,,,,
Old Colonial Contracting Inc,MA,435,224,1,Chris,,,,,,,,,
Powur Pbc,NC,436,6058,1,Chris,,,,,,,,,
Cod Only,MD,438,9106,1,Chris,,,,,,,,,
Construction Art,FL,439,4560,1,Justin,,,,,,,,,
Elec3phase Electrical Contractors,FL,440,8618,1,Justin,,,,,,,,,
Rfk Solar,CA,441,6435,1,Rob,,,,,,,,,
Cod Sales,CT,442,4984,1,Chris,,,,,,,,,
Kw Solar Solutions,DE,444,5887,1,Chris,,,,,,,,,
Shippee Solar & Construction,CT,445,4984,1,Chris,,,,,,,,,
Soleil Energy Solutions Llc/Cod,TX,446,239,1,Ken,,,,,,,,,
"Suncor Solar Of Florida, Llc",FL,447,5888,1,Justin,,,,,,,,,
Dba Green Sun Solar Solutions,TX,449,1987,1,Ken,,,,,,,,,
Emerald Sun Savers,FL,450,5621,1,Justin,,,,,,,,,
Iowa Solar,IA,451,987,1,Guy,,,,,,,,,
Lifetime Solar,KS,452,3584,1,Ken,,,,,,,,,
Lunex Power Inc,MA,453,224,1,Chris,,,,,,,,,
Rethink Electric,IL,454,4950,1,Guy,,,,,,,,,
Rising Sun,KS,455,3584,1,Ken,,,,,,,,,
603 Electric,NH,456,224,1,Chris,,,,,,,,,
Cod Equisolar,NV,457,4090,1,Rob,,,,,,,,,
Cost Adjustments,FL,458,5888,1,Justin,,,,,,,,,
Green Solar Technologies,IA,459,4664,1,Guy,,,,,,,,,
Henderson Electric,CA,460,7605,1,Rob,,,,,,,,,
Morg,PA,461,5887,1,Chris,,,,,,,,,
Nivo Solar,TX,462,237,1,Ken,,,,,,,,,
Soleil Energy Solutions Llc,TX,463,236,1,Ken,,,,,,,,,
Sunlight Solar,VA,464,6408,1,Chris,,,,,,,,,
Sunnova Energy Corp-Direct Pay,AZ,465,8756,1,Ken,,,,,,,,,
Trinity Solar,MA,467,4984,1,Chris,,,,,,,,,
Cod Sales,WV,468,5887,1,Chris,,,,,,,,,
Green Brilliance,MD,469,9106,1,Chris,,,,,,23.6,,,
Sunlight Solar Energy Inc,CO,470,1127,1,Ken,,,,,,,,,
Trismart Solar,AZ,471,8756,1,Ken,,,,,,,,,
Huston Electric,IN,473,1045,1,Guy,,,,,,,,,
Imperial Solar Llc,TX,474,3273,1,Ken,,,,,,,,,
"Mayan Enterprises Of El Paso, Llc",TX,475,1987,1,Ken,,,,,,,,,
Atma Energy,TX,476,236,1,Ken,,,,,,,,,
Cod Sales,CA,477,7133,1,Rob,,,,,,,,,
Gardner Engineering,UT,478,6692,1,Rob,,,,,,,,,
"Palmetto Clean Technology, Inc.",GA,479,1132,1,Justin,,,,,,,,,
Ready Nation Contractors,FL,480,5888,1,Justin,,,,,,,,,
Solar Planet,MO,481,3584,1,Guy,,,,,,,,,
Solcius,WI,482,4407,1,Guy,,,,,,,,,
Expert Inc,FL,483,8018,1,Justin,,,,,,,,,
Smart Green Inc,RI,484,224,1,Chris,,,,,,,,,
"Avolta Power, Inc",CO,485,1875,1,Ken,,,,,,,,,
Ced - Orlando,FL,486,120,1,Justin,,,,,,,,,
Cod-Florida State Energy,FL,487,5621,1,Justin,,,,,,,,,
Dba Direct Energy Fl,FL,488,5621,1,Justin,,,,,,,,,
Sunsmart America,FL,489,4560,1,Justin,,,,,,,,,
Untd Energy,TX,490,239,1,Ken,,,,,,,,,
Usa Energy Savers,FL,491,1132,1,Justin,,,,,,,,,
All Phase - Stroudsburg,VA,492,5887,1,Chris,,,,,,,,,
All Solar Inspections,NJ,493,5887,1,Chris,,,,,,,,,
Beacon Solar,MA,494,224,1,Chris,,,,,,,,,
Cod Account,CA,495,6435,1,Rob,,,,,,,,,
"Encor Solar, Llc",TX,496,236,1,Ken,,,,,,,,,
Home Team Energy Inc,WI,498,4950,1,Guy,,,,,,,,,
Pacific Sun Technologies Inc,CA,499,6435,1,Rob,,,,,,,,,
Rise Solutions,NJ,500,5887,1,Chris,,,,,,,,,
Us Green Technologies,CT,501,4984,1,Chris,,,,,,,,,
Encor Solar,FL,502,8018,1,Justin,,,,,,,,,
Myo Investments Inc.,TX,503,237,1,Ken,,,,,,,,,
"Paradise Energy Solutions, Llc",VA,504,8460,1,Chris,,,,,,,,,
Solar Generation,MO,505,6640,1,Guy,,,,,,,,,
Suntuity,NJ,506,5887,1,Chris,,,,,,,,,
Doug Morgan/ Cod,NJ,507,5887,1,Chris,,,,,,,,,
Icon Energy,TX,508,237,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc.",CO,509,1875,1,Ken,,,,,,,,,
"Solar Gain, Inc",AZ,510,8756,1,Ken,,,,,,,,,
Sunbadger Solar Llc,IL,511,1045,1,Guy,,,,,,,,,
Voltaic Solaire,NY,512,5887,1,Chris,,,,,,,,,
21st Century Power Solutions,MD,513,9106,1,Chris,,,,,,,,,
Bunddlex Llc Dba Equity Solar,FL,514,5621,1,Justin,,,,,,,,,
Innovative Solar,FL,515,8018,1,Justin,,,,,,,,,
Maine Energy Performance Solutions,ME,516,4422,1,Chris,,,,,,,,,
Palmetto Clean Technology,VA,517,6408,1,Chris,,,,,,,,,
"Palmetto Clean Technology, Inc.",IL,518,4950,1,Guy,,,,,,,,,
William May Electric,FL,519,8018,1,Justin,,,,,,,,,
Bright Planet Solar,CA,520,7133,1,Rob,,,,,,,,,
Cost Adjustments,MO,521,6640,1,Guy,,,,,,,,,
Eastern Ct Solar,CT,522,4984,1,Chris,,,,,,,,,
Neal Electric,ME,523,224,1,Chris,,,,,,,,,
Onsite Energy Inc,NY,524,1670,1,Chris,,,,,,,,,
"Palmetto Clean Technology, Inc.",PA,525,1132,1,Chris,,,,,,,,,
Pioneer Valley Photo Voltaics Co,MA,526,224,1,Chris,,,,,,,,,
Suncycle Renewable Energy Llc,NJ,527,5887,1,Chris,,,,,,,,,
Volt Seed,MA,528,224,1,Chris,,,,,,,,,
Adams Energy Llc,NH,529,224,1,Chris,,,,,,,,,
Axiom 360 Llc,CA,530,7605,1,Rob,,,,,,,,,
Summit Energy Group,RI,531,224,1,Chris,,,,,,,,,
Apex Solar Power Llc,NY,532,120,1,Chris,,,,,,,,,
Cod-Positive Energy Solar,FL,533,8018,1,Justin,,,,,,,,,
Devlin Contracting & Maintenance,RI,534,224,1,Chris,,,,,,,,,
Algae Environmental Fuels,FL,535,5621,1,Justin,,,,,,,,,
Alternative Solar,TX,536,236,1,Ken,,,,,,,,,
Cod Sales - Auburn,NH,537,224,1,Chris,,,,,,,,,
Icon Energy Llc,FL,539,8018,1,Justin,,,,,,,,,
Small Town Solar,CO,540,6026,1,Ken,,,,,,,,,
Zuni Electric,NM,541,1987,1,Ken,,,,,,,,,
***Vision Solar,TX,542,236,1,Ken,,,,,,,,,
Solar States Llc,PA,543,5887,1,Chris,,,,,,,,,
Solgen Power Llc,OR,544,5971,1,Rob,,,,,472,,,,
Active Energies,CO,545,1875,1,Ken,,,,,,,,,
Integrated Electrical Contractors,TX,546,1987,1,Ken,,,,,,,,,
Service Electric Usa,FL,547,5888,1,Justin,,,,,,,,,
Solarrx,FL,548,8618,1,Justin,,,,,,,,,
Cr Solar,IL,549,6640,1,Guy,,,,,,,,,
Greenway Roofing Of Fl,FL,550,5621,1,Justin,,,,,,,,,
Sunblue Energy,CT,551,1670,1,Chris,,,,,,,,,
Cod Sales,IN,553,3293,1,Guy,,,,,,,,,
Nj Solar Power,NJ,554,5887,1,Chris,,,,,,,,,
Pci Renewables,WA,555,8187,1,Rob,,,,,,,,,
Solgen Power Llc,OH,556,5971,1,Guy,,,,,,,,,
Streamline Solar Power Systems Llc,AZ,557,8756,1,Ken,,,,,,,,,
Sunnova Energy Corp - Direct Pay,FL,558,4560,1,Justin,,35.4,,,,,,,
"Palmetto Clean Technology, Inc.",NM,559,148,1,Ken,,,,,,,,,
Rock Solid Electric,ID,560,8187,1,Rob,,,,,,,,,
Smart Energy Solutions - Mosaic,TX,561,4391,1,Ken,,,,,,,,,
Cod Sales,WA,562,8064,1,Rob,,,,,,,47.2,,
Cr Solar,MO,563,6640,1,Guy,,,,,,,,,
Dav Roofing Dba Southern Sun Solar,TX,564,236,1,Ken,,,,,,,,,
Sunpro Dba Marc Jones Construction,IA,565,3584,1,Guy,,11.8,,,,,,,
Superior Solar/Cod,PA,566,5887,1,Chris,,,,,,,,,
Cal Sun Electric & Solar Systems,CA,567,7605,1,Rob,,,,,,,,,
Cod-Getsolarize,NM,568,1987,1,Ken,,,,,,,,,
Lippolis Electric,NY,569,1670,1,Chris,,,,,,,,,
Revision Energy Inc,NH,570,224,1,Chris,,,,,,,,,
Suncor Solar Of Florida,FL,571,8018,1,Justin,,,,,,,,,
Desert View Remodlers Dba Universal,AZ,572,8756,1,Ken,,,,,,,,,
Equisolar,AZ,573,8756,1,Ken,,,,,,,,,
Pacific Energy Network  Llc,CA,574,6435,1,Rob,,,,,,,,,
"Palmetto Clean Technology, Inc",MA,575,224,1,Chris,,,,,,,,,
Victory Solar Llc,TX,576,236,1,Ken,,,,,,,,,
J4 Energy Llc,NH,577,224,1,Chris,,,,,,,,,
Porticade Construction,CO,578,1875,1,Ken,,,,,,,,,
South Coast Solar,SC,579,1132,1,Justin,,,,,,,,,
Us Solar Development,PA,580,5887,1,Chris,,,,,,,,,
Victory Solar,TX,581,3273,1,Ken,,,,,,,,,
Ced - San Luis Obispo,FL,582,5621,1,Justin,,,,,,,,,
Freedom Solar Texas,FL,583,8018,1,Justin,,,,,,,,,
Green Electrical Solutions,CO,584,2685,1,Ken,,,,,,,708,,
Hammond,IL,585,4950,1,Guy,,,,,,,,,
Laplante Electric,ME,586,4422,1,Chris,,,,,,,,,
"Paradise Energy Solutions, Llc",PA,587,8460,1,Chris,,,,,,,,,
Brilliant Harvest,FL,588,8018,1,Justin,,,,,,,,,
Ced - Visalia,CA,589,2576,1,Rob,,,,,,,,,
Cod-Tucson Solar Pros,AZ,590,8756,1,Ken,,,,,,,,,
Florida Solar Services Llc,FL,591,5621,1,Justin,,,,,,,,,
Next Gen Solar & More,FL,592,8018,1,Justin,,,,,,,,,
Voltaic Solaire,PA,593,5887,1,Chris,,,,,,,,,
American Solar Partners,NY,594,1670,1,Chris,,,,,,,,,
Atlantic Key Construction Llc,FL,595,5621,1,Justin,,,,,,,,,
Marc Jones Llc Dba Sunpro Solar,NM,596,148,1,Ken,,,,,,,,,
Zenernet Llc,CA,597,6435,1,Rob,,,,,,,,,
Cod - Gulf Electrical Services Llc,FL,598,8018,1,Justin,,,,,,,,,
Voltaic Solaire,CT,599,5887,1,Chris,,,,,,,,,
Atlantic Key Construction,FL,600,5888,1,Justin,,,,,,,,,
Baseline Solar Solutions,VA,601,6408,1,Chris,,,,,,,,,
Sustainable Lighting Solutions Llc,SC,602,1132,1,Justin,,,,,,,,,
Ventara Dba Probid Energy,CO,603,1875,1,Ken,,,,,,,,,
"Zenernet, Llc",CO,604,1875,1,Ken,,,,,,,,,
Adt Solar,IN,605,1045,1,Guy,,,,,,,,,
Cod-Desert View Remodelers,AZ,606,8756,1,Ken,,,,,,,,,
Sound Energy,CO,607,6026,1,Ken,,,,,,,,,
816 Solar Pros,KS,608,3584,1,Ken,,,,,,,,,
Cod Sales,IA,609,987,1,Guy,,,,,,,,,
Kw Solar Solutions,NJ,610,5887,1,Chris,,,,,,,,,
Moody Mountain Solar,ME,611,4422,1,Chris,,,,,,,,,
603 Solar Llc,NH,612,224,1,Chris,,,,,,,,,
Go Green Energy Specialists,NJ,613,5887,1,Chris,,,,,,,,,
Off The Grid Solar,FL,614,5888,1,Justin,,,,,,,,,
Sunpower Corporation,AZ,615,8756,1,Ken,,,,,,,,,
T J Technology / Cod,NJ,616,5887,1,Chris,,,,,,,,,
Adt Solar,NC,617,6058,1,Chris,,,,,,,,,
Adt Solar,VA,618,6408,1,Chris,,,,,,,,,
Cod-Empire Refrigeration Solar,TX,619,1987,1,Ken,,,,,,,,,
Doug Morgan / Cod,NJ,620,5887,1,Chris,,,,,,,,,
Encor,TX,621,3273,1,Ken,,,,,,,,,
Equisolar,FL,622,5621,1,Justin,,11.8,37.76,47.2,,,,,
Equisolar,CA,623,6435,1,Rob,,,,,,,,,
Plug Pv Llc,IN,624,1045,1,Guy,,,,,,,,,
Sunpro Dba Marc Jones Construction,OK,625,3584,1,Ken,,,,,,,,,
Sunpro Dba Marc Jones Construction,OH,626,3584,1,Guy,,,,,,,,,
Superior Solar/Cod,NJ,627,5887,1,Chris,,,,,,,,,
Adt Solar,GA,628,1132,1,Justin,,,,,,,,,
New Prairie Construction,IL,629,6640,1,Guy,,,,,,,,,
Nexus Energy Systems,VA,630,6408,1,Chris,,,,,,,,,
Ax Co Solar & Roofing,CO,631,6026,1,Ken,,,,,,,,,
Cod-Vale Sollar,FL,632,5621,1,Justin,,,,,,,,,
Green Brilliance,VA,633,9106,1,Chris,,,,,,,,,
"Kapital Electric, Inc",IL,635,4950,1,Guy,,,,,,,,,
Nerd Power,CA,636,6435,1,Rob,,,,,,,,,
Encor Solar Llc,FL,637,6435,1,Justin,,,,,,,,,
Modern Era Solar Llc,TX,638,236,1,Ken,,,,,,,,,
Cod-Sunvena Solar Llc,FL,639,8618,1,Justin,,,,,,,,,
"Palmetto  Clean Technology, Inc.",PA,640,5887,1,Chris,,,,,,,,,
Powur Pbc,CA,641,6435,1,Rob,,,,,,,,,
Solar Impulse,MA,642,4431,1,Chris,,,,,,,,,
Sunpro Dba Marc Jones Construction,AR,643,3584,1,Ken,,,,,,,,,
Trismart Solar Llc,AZ,645,236,1,Ken,,,,,,,,,
Burke Electric,CA,646,6435,1,Rob,,,,,,,,,
Cod Sales,IL,647,4950,1,Guy,,,,,,,,,
"Cod-Pandora Energy Solutions, Llc",TX,648,1987,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc",GA,649,6058,1,Justin,,,,,,,,,
Perihelion Solar,AR,650,3584,1,Ken,,,,,,,,,
Pioneer Solar,CA,651,6552,1,Rob,,,,,,,,,
Smart Energy Solutions Llc,TX,652,4391,1,Ken,,,,,,,,,
Cod Sales - Auburn,RI,653,224,1,Chris,,,,,,,,,
Deca,TX,654,237,1,Ken,,,,,,,,,
Elevated Independent Energy,CO,655,1875,1,Ken,,,,,,,,,
Ji Electric,CA,656,6435,1,Rob,,,,,,,,,
Kaw Valley,MO,657,3584,1,Guy,,,,,,,,,
Renewable Energy Solutions Llc,RI,658,224,1,Chris,,,,,,,,,
Solar Me,NJ,659,5887,1,Chris,,,,,,,,,
Apex Solar Power Llc,MA,660,224,1,Chris,,,,,,,,,
Fobare & Co.,NY,661,120,1,Chris,,,,,,,,,
Novasource In Care Of Sst Construct,CO,662,1875,1,Ken,,,,,,,,,
Powerfactor,MD,663,9106,1,Chris,,,,,,,,,
Psalm 112 Llc Dba Tucson Solar Pros,AZ,664,8756,1,Ken,,,,,,,,,
Azimuth Renewable Energy,CT,665,5887,1,Chris,,,,,,,,,
Lifetime Solar,IA,666,3584,1,Guy,,,,,,,,,
Solar Sam Dba Show Me Star Energy,MO,667,3584,1,Guy,,,,,,,,,
Tephra Solar,CO,668,1127,1,Ken,,,,,,,,,
Adt Solar,OH,669,1045,1,Guy,,,,,,,,,
Cod-Home Improvement,FL,670,5621,1,Justin,,,,,,,,,
Gansett Solar Llc,RI,671,224,1,Chris,,,,,,,,,
Grne Solar,IN,672,1045,1,Guy,,,,,,,,,
Harness Power (Formerly Larsun),CA,673,6435,1,Rob,,,,,,,,,
Michigan Solar And Roofing,IA,674,987,1,Guy,,,,,,,,,
Solar Energy World,NJ,675,5887,1,Chris,,,,,,,,,
Sustainable Energy Group,CA,676,6552,1,Rob,,,,,,,,,
Barrett Solar,MO,677,3584,1,Guy,,,,,,,,,
Celestar Solar,IL,678,1045,1,Guy,,,,,,,,,
Lifetime Solar,MO,679,3584,1,Guy,,,,,,,,,
Sige Solar,IN,680,1045,1,Guy,,,,,,,,,
Sunsmart Technologies,MO,681,3584,1,Guy,,729.98,,,,,,,
Vision Solar,TX,682,236,1,Ken,,,,,,,,,
Ced Austin Gt,TX,683,1045,1,Ken,,,,,,,,,
Cod Sales - Auburn,MA,684,224,1,Chris,,,,,,,,,
Cod-The Solar Exchange,AZ,685,8756,1,Ken,,,,,,,,,
Sige Solar,IL,686,1045,1,Guy,,,,,,,,,
Solar Specialist Inc,FL,687,5621,1,Justin,,,,,,,,,
Sunbadger Solar Llc,MN,688,1045,1,Guy,,,,,,,,,
Sunbadger Solar Llc,WI,689,1045,1,Guy,,,,,,,,,
Volt Solar Solutions,FL,690,8618,1,Justin,,,,,,,,,
**Cod** Grity Power,CO,691,6026,1,Ken,,,,,,,,,
"Fluent Solar, Llc",NC,692,6058,1,Chris,,,,,,,,,
Ionix Solar,CO,693,1875,1,Ken,,,,,,,,,
Velocity Energy & Home Solutions,NJ,695,5887,1,Chris,,,,,,,,,
Zenith/Deca,TX,696,236,1,Ken,,,,,,,,,
**Cod** Glaser Solar Inc.,CO,697,1875,1,Ken,,,,,,,,,
4pro,FL,698,5621,1,Justin,,,,,,,,,
Williamson Roofing/Renergy,TX,699,239,1,Ken,,,,,,,,,
Cod-Trinity Electrical Contractors,TX,700,1987,1,Ken,,,,,,,,,
Home Pros Of America Llc,FL,701,8018,1,Justin,,,,,,,,,
Lumio Hx Inc.,TX,702,237,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc",NC,703,6058,1,Chris,,,,,,,,,
Solar Grids Quad Cities,IA,704,987,1,Guy,,,,,,,,,
Renewable Energy Services Of Ne Inc,RI,705,224,1,Chris,,,,,,,,,
Cod Sales Stroudsburg,PA,706,8460,1,Chris,,,,,,,,,
Daylight Electrical,TX,707,1987,1,Ken,,,,,,,,,
Sbs Solar Inc.,MT,708,821,1,Rob,,,,,,,,,
Solar Tech Elec,FL,709,8618,1,Justin,,,,,,,,,
Alternative Electrical Contractors,TX,710,1987,1,Ken,,,,,,,,,
Consolidated Electrical Dist. Inc,CA,711,7605,1,Rob,,,,,,,,,
G1:3solar,OK,712,5364,1,Ken,,,,,,,,,
Missouri Solar Solutions,MO,713,3584,1,Guy,,,,,,,,,
Valley Solar Llc,MA,714,224,1,Chris,,,,,,,,,
Adt Solar,IL,715,1045,1,Guy,,,,,,,,,
American Solar Repair,NY,716,9106,1,Chris,,,,,,,,,
Buffalo Solar Solutions Inc,NY,717,6462,1,Chris,,,,,,,,,
Cod - Solar Consolidated,FL,718,8018,1,Justin,,,,,,,,,
Energy Consultants Group,IA,719,987,1,Guy,,,,,,,,,
Obsidian Solar,TX,720,3273,1,Ken,,,,,,,,,
Daybreak Install,FL,722,239,1,Justin,,,,,,,,,
Infinity Energy,ID,723,5040,1,Rob,,,,,,,,,
Iq Power Llc,FL,724,5621,1,Justin,,,,,,,,,
Sunlectric,CA,725,8797,1,Rob,,,,,,,,,
**Cod** Thor Electric Llc,CO,726,1875,1,Ken,,,,,,,,,
Florida Eco Electric Llc,FL,727,5888,1,Justin,,,,,,,,,
Samba Energy,NY,728,8460,1,Chris,,,,,,,,,
Excel Home Solar,FL,729,8018,1,Justin,,,,,,,,,
"Fresh Coast Solar, Llc",IL,730,4950,1,Guy,,,,,,,,,
Green Solar Technologies,AR,731,236,1,Ken,,,,,,,,,
Rising Sun,TX,732,3273,1,Ken,,,,,,,,,
Solcius Llc,UT,733,181,1,Rob,,,,,,,,,
Titan Solar,FL,734,4560,1,Justin,,,,,,,,,
Future Energy Solar,MA,735,224,1,Chris,,,,,,,,,
Homeowner/ 1 Time Sale,MO,736,3584,1,Guy,,,,,,,,,
Paradise Energy Solutions,NY,737,6462,1,Chris,,,,,,,,,
Power Guru,VT,738,120,1,Chris,,,,,,,,,
Savant,MA,739,224,1,Chris,,,,,,,,,
American Power-Cod,TX,740,236,1,Ken,,,,,,,,,
Cod - Solar Tech Elec,FL,741,8018,1,Justin,,,,,,,,,
Excel Home Solar,MO,742,6640,1,Guy,,,,,,,,,
Kruestzfeldt Construction,CA,743,7953,1,Rob,,,,,,,,,
"Sed Inc, Dba Greenspark Solar",NY,744,6462,1,Chris,,,,,,,,,
Azimuth Renewable Energy,NJ,745,5887,1,Chris,,,,,,,,,
New England Clean Energy,MA,746,224,1,Chris,,,,,,,,,
Nuwatt Energy,MA,747,224,1,Chris,,,,,,,,,
Seamless Solar,NY,748,120,1,Chris,,,,,,,,,
American Solar Repair,MD,750,9106,1,Chris,,,,,,,,,
Cod - Noble Solar,VA,751,6408,1,Chris,,,,,,,,,
Excel Home Solar,IL,752,6640,1,Guy,,,,,,,,,
Lippolis Electric,CT,753,1670,1,Chris,,,,,,,,,
My Roof Usa,TX,754,237,1,Ken,,,,,,,,,
Power Guru,NY,755,120,1,Chris,,,,,,,,,
Powerbill Solutions Llc,FL,756,8018,1,Justin,,,,,,,,,
Proud American,CO,757,1127,1,Ken,,,,,,,,,
"Sun Services Usa, Llc",AZ,758,8756,1,Ken,,,,,,,,,
West Bay Energy,FL,759,8018,1,Justin,,,,,,,,,
Bluesky,MN,760,4664,1,Guy,,,,,,,,,
Cod-Roofnow,TX,761,1987,1,Ken,,,,,,,,,
Ced - San Luis Obispo,CA,762,8618,1,Rob,,,,,,,,,
Marc Jones Const. Llc Dba Sunpro,CO,763,1875,1,Ken,,,,,,,,,
Natural Power Sources Dba Suntuity,CO,764,1875,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc.",MD,765,9106,1,Chris,,,,,,,,,
Empower Solar,CA,766,8797,1,Rob,,,,,,,,,
Great Sky,NH,767,224,1,Chris,,,,,,,,,
Moxie,IA,768,987,1,Guy,,,,,,,,,
"Rethink Electric, Llc.",IL,769,1045,1,Guy,,,,,,,,,
Sky Power Arizona Llc,AZ,770,8756,1,Ken,,,,,,,,,
Sun Dial Solar,NH,771,224,1,Chris,,,,,,,,,
Ecomark Sales Inc.,CO,772,1875,1,Ken,,,,,,,,,
"Green Seal Environmental, Inc",MA,773,224,1,Chris,,,,,,,,,
Plug Pv Llc,MA,774,224,1,Chris,,,,,,,,,
Smart Green Inc,MA,775,224,1,Chris,,,,,,,,,
Blue Horizon Energy,MN,776,4664,1,Guy,,,,,,,,,
Cod - Tampa Bay Solar,FL,777,8618,1,Justin,,,,,,,,,
Etd Solar Services Llc,FL,778,8018,1,Justin,,,,,,,,,
Efficient Home Services Of Texas,TX,779,237,1,Ken,,,,,,,,,
South Coast Solar,LA,780,1132,1,Ken,,,,,,,,,
3d Energy,FL,781,5621,1,Justin,,,,,,,,,
Hudson River Solar,MA,782,120,1,Chris,,,,,,,,,
Accord Power,NJ,784,5887,1,Chris,,,,,,,,,
Cod Only,FL,785,9106,1,Justin,,,,,,,,,
Green Box Solar,UT,786,6692,1,Rob,,,,,,,,,
New England Clean Energy,RI,787,224,1,Chris,,,,,,,,,
Payoli Llc,FL,788,4560,1,Justin,,11.8,47.2,,,,,,
Icon Energy,CO,789,1127,1,Ken,,,,,,,,,
Morval Corporation,TX,790,1987,1,Ken,,,,,,,,,
"Plugpv, Llc",NY,791,120,1,Chris,,,,,,,,,
Cod Sales,AL,792,5888,1,Justin,,,,,,,,,
Monument Solar,TX,793,237,1,Ken,,,,,,,,,
Sustulis,MT,794,821,1,Rob,,,,,,,,,
Titus Roofing And Solar,MO,795,3584,1,Guy,,,,,,,,,
Ec Company,OR,796,5971,1,Rob,,,,,,,,,
Florida Electric And Solar,FL,797,5888,1,Justin,,,,,,,,,
Independent Power Systems,MT,798,821,1,Rob,,,,,,,,,
Solar Installation Group (Sig),CA,799,8797,1,Rob,,,,,,,,,
Sun Valley Renewables,KS,800,3584,1,Ken,,,,,,,,,
Sustainable Energy & Lighting Solut,NC,801,6058,1,Chris,,,,,,,,,
Adt Solar,CO,802,1875,1,Ken,,,,,,,,,
Cs Elite Llc,CA,803,6435,1,Rob,,,,,,,,,
Sun4,FL,804,4560,1,Justin,,,,,,,,,
"Sunrgy, Llc",FL,805,5888,1,Justin,,,,,,,,,
Superior Solar Usa,NY,806,1670,1,Chris,,,,,,,,,
Bozeman Green Build,MT,807,821,1,Rob,,,,,,,,,
Jordan Solar,MT,808,4639,1,Rob,,,,,,,,,
New Wave Power,TX,809,236,1,Ken,,,,,,,,,
Obsidian Solar,AR,810,3273,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc.",MI,811,960,1,Guy,,,,,,,,,
Santa Energy,CT,812,1670,1,Chris,,,,,,,,,
Solcius Utah,UT,813,6612,1,Rob,,,,,,,,,
Adt Solar,FL,814,8618,1,Justin,,,,,,,,,
Cod - Sales,IN,815,1045,1,Guy,,,,,,,,,
Dawn To Dusk Solar,TX,816,237,1,Ken,,,,,,,,,
Professional Electrical Services,FL,817,5621,1,Justin,,,,,,,,,
Tac Solar & Ac,TX,818,237,1,Ken,,,,,,,,,
Waldo Renewable Eletric,CT,819,4984,1,Chris,,,,,,,,,
Avisun Renewable Energy Llc,OH,820,120,1,Guy,,,,,,,,,
Cod - Sales,IL,821,1045,1,Guy,,,,,,,,,
Elbac Solar (Freestar Inc),CA,822,6435,1,Rob,,,,,,,,,
Zenith Security Dba Deca,TX,824,239,1,Ken,,,,,,,,,
Nu Look Solar,VA,825,9106,1,Chris,,,,,,,,,
Volt Solar Solutions,MD,826,9106,1,Chris,,,,,,,,,
Az Solar Wave,AZ,827,8756,1,Ken,,,,,,,,,
Green2electric Inc,MN,828,4664,1,Guy,,,118,,,,,,
Lg Solar Llc,TX,829,237,1,Ken,,,,,,,,,
Sundial Solar Llc,AZ,830,8756,1,Ken,,,,,,,,,
Kc Solar,MO,831,3584,1,Guy,,,,,,,,,
Midwest Electric Solar Llc,KS,832,3584,1,Ken,,,,,,,,,
Solcius Llc,TX,833,237,1,Ken,,,,,,,,,
